Date,Issuer,Symbol,Lead/Joint-Lead Managers,Offer Price,Opening Price,1st Day Close,1st Day % Px Chng ,$ Change Opening,$ Change Close,Star Ratings,Performed
2004/12/16,Warren Resources ,WRES,KeyBanc Capital Markets,$7.50 ,$10.00 ,$9.20 ,22.67%,$2.50 ,$1.70 ,2,Missed
2004/12/16,MHI ,MDH,BB&T Capital Markets,$10.00 ,$10.00 ,$10.00 ,0.00%,$0.00 ,$0.00 ,1,
2003/2/11,Bancshares of Florida,BOFL,Advest,$10.00 ,$10.50 ,$10.19 ,1.90%,$0.50 ,$0.19 ,1,
2003/2/12,Infinity Property & Casualty ,IPCC,CS First Boston/Merrill Lynch,$16.00 ,$16.00 ,$15.90 ,-0.62%,$0.00 ,($0.10),1,
2003/2/14,Accredited Home Lenders ,LEND,"Friedman, Billings",$8.00 ,$8.00 ,$7.25 ,-9.38%,$0.00 ,($0.75),1,
2003/2/28,Endurance Specialty Holdings,ENH,Goldman Sachs/Merrill Lynch,$23.00 ,$23.01 ,$23.00 ,0.00%,$0.01 ,$0.00 ,1,
2003/3/4,Telkom SA ,TKG,Deutsche Bank/Merrill Lynch,$13.98 ,$14.10 ,$13.90 ,-0.57%,$0.12 ,($0.08),1,
2003/5/12,iPayment ,IPMT,Bear Stearns/Wachovia,$16.00 ,$19.30 ,$21.02 ,31.38%,$3.30 ,$5.02 ,2,
2003/5/15,Redline Performance Products ,RED,GunnAllen Financial,$4.50 ,$4.50 ,$4.50 ,0.00%,$0.00 ,$0.00 ,1,
2003/6/11,FormFactor,FORM,Morgan Stanley,$14.00 ,$19.00 ,$17.58 ,25.57%,$5.00 ,$3.58 ,3,
2003/6/24,Maguire Properties ,MPG,CS First Boston/Citigroup,$19.00 ,$19.00 ,$19.00 ,0.00%,$0.00 ,$0.00 ,1,
2003/6/24,American Financial Realty Trust ,AFR,Banc of America/Friedman Billings,$12.50 ,$14.25 ,$14.25 ,14.00%,$1.75 ,$1.75 ,2,
2003/7/1,Molina Healthcare ,MOH,Banc of America/CIBC World Markets,$17.50 ,$21.00 ,$20.00 ,14.29%,$3.50 ,$2.50 ,3,
2003/7/1,AXIS Capital Holdings Limited ,AXS,Morgan Stanley/Citigroup Capital Markets,$22.00 ,$25.50 ,$25.55 ,16.14%,$3.50 ,$3.55 ,3,
2003/7/9,Digital Theater Systems ,DTSI,SG Cowen,$17.00 ,$21.00 ,$24.92 ,46.59%,$4.00 ,$7.92 ,2,
2003/7/16,InterVideo ,IVII,SG Cowen/SoundView Technology,$14.00 ,$19.00 ,$18.69 ,33.50%,$5.00 ,$4.69 ,1,Missed
2003/7/23,Integrated Alarm Services Group ,IASG,Friedman Billings,$9.25 ,$9.41 ,$9.43 ,1.95%,$0.16 ,$0.18 ,2,Missed
2003/7/23,iPass ,IPAS,Morgan Stanley/CS First Boston,$14.00 ,$14.00 ,$18.67 ,33.36%,$0.00 ,$4.67 ,3,
2003/7/30,NETGEAR,NTGR,Lehman Brothers,$14.00 ,$19.15 ,$17.69 ,26.36%,$5.15 ,$3.69 ,3,
2003/8/1,Citadel Broadcasting ,CDL,Goldman Sachs/CS First Boston,$19.00 ,$20.75 ,$20.65 ,8.68%,$1.75 ,$1.65 ,3,
2003/8/6,CapitalSource,CSE,CS First Boston/Citigroup/Wachovia,$14.50 ,$16.95 ,$18.20 ,25.52%,$2.45 ,$3.70 ,3,
2003/8/11,Direct General ,DRCT,"Keefe, Bruyette & Woods",$21.00 ,$23.75 ,$25.00 ,19.05%,$2.75 ,$4.00 ,3,
2003/8/12,Texas Capital Bancshares ,TCBI,Lehman Brothers,$11.00 ,$11.89 ,$11.99 ,9.00%,$0.89 ,$0.99 ,2,
2003/8/12,Gladstone Commercial ,GOOD,"Ferris, Baker, Watts/Jefferies",$15.00 ,$15.40 ,$15.03 ,0.20%,$0.40 ,$0.03 ,1,
2003/8/18,Providence Service ,PRSC,SunTrust Robinson Humphrey/Jefferies,$12.00 ,$13.25 ,$14.00 ,16.67%,$1.25 ,$2.00 ,3,
2003/8/26,Ashford Hospitality Trust ,AHT,Friedman Billings,$9.00 ,$9.00 ,$9.00 ,0.00%,$0.00 ,$0.00 ,1,
2003/9/17,National Financial Partners ,NFP,Goldman Sachs/Merrill Lynch,$23.00 ,$26.25 ,$26.25 ,14.13%,$3.25 ,$3.25 ,3,
2003/9/18,SigmaTel ,SGTL,Merrill Lynch/JP Morgan,$15.00 ,$19.00 ,$19.80 ,32.00%,$4.00 ,$4.80 ,3,
2003/9/23,Journal Co. ,JRN,Morgan Stanley/Robert W. Baird,$15.00 ,$16.10 ,$16.25 ,8.33%,$1.10 ,$1.25 ,3,
2003/9/23,AMIS Holdings,AMIS,CS First Boston/Goldman Sachs,$20.00 ,$21.06 ,$20.10 ,0.50%,$1.06 ,$0.10 ,3,
2003/9/24,Anchor Glass Container ,AGCC,Credit Suisse First Boston/Merrill Lynch,$16.00 ,$15.90 ,$16.80 ,5.00%,($0.10),$0.80 ,3,Missed
2003/9/24,RedEnvelope ,REDE,WR Hambrecht+Co.,$14.00 ,$14.85 ,$14.55 ,3.93%,$0.85 ,$0.55 ,1,
2003/10/2,LKQ,LKQX,Robert W. Baird/Jefferies,$13.00 ,$14.25 ,$15.01 ,15.46%,$1.25 ,$2.01 ,2,
2003/10/7,Acusphere ,ACUS,SG Cowen,$14.00 ,$16.02 ,$14.03 ,0.21%,$2.02 ,$0.03 ,2,
2003/10/9,DigitalNet Holdings ,DNET,Citigroup/UBS Investment Bank,$17.00 ,$19.66 ,$20.96 ,23.29%,$2.66 ,$3.96 ,2,
2003/10/16,Advancis Pharmaceutical ,AVNC,Lehman Brothers,$10.00 ,$10.01 ,$10.00 ,0.00%,$0.01 ,$0.00 ,1,
2003/10/23,First Potomac Realty Trust ,FPO,Ferris Baker Watts/McDonald Investments,$15.00 ,$15.80 ,$16.03 ,6.87%,$0.80 ,$1.03 ,1,
2003/10/23,Carter's,CRI,Goldman Sachs,$19.00 ,$24.05 ,$24.65 ,29.74%,$5.05 ,$5.65 ,2,
2003/10/29,CancerVex,CNVX,Lehman Brothers,$12.00 ,$12.01 ,$12.00 ,0.00%,$0.01 ,$0.00 ,2,Missed
2003/10/29,Genitope ,GTOP,WR Hambrecht+Co.,$9.00 ,$9.00 ,$10.00 ,11.11%,$0.00 ,$1.00 ,1,
2003/10/29,Centennial Specialty Foods ,CHLE,JP Turner,$5.00 ,$4.50 ,$4.40 ,-12.00%,($0.50),($0.60),1,
2003/10/29,Myogen,MYOG,CS First Boston/JP Morgan,$14.00 ,$14.30 ,$14.90 ,6.43%,$0.30 ,$0.90 ,2,
2003/10/30,First Marblehead ,FMD,Goldman Sachs/JP Morgan,$16.00 ,$18.50 ,$22.15 ,38.44%,$2.50 ,$6.15 ,3,
2003/10/30,Overnite ,OVNT,Credit Suisse First Boston/Morgan Stanley,$19.00 ,$21.55 ,$22.16 ,16.63%,$2.55 ,$3.16 ,3,
2003/11/5,NitroMed ,NTMD,Deutsche Bank/JP Morgan,$11.00 ,$11.44 ,$9.29 ,-15.55%,$0.44 ,($1.71),2,Missed
2003/11/5,Pharmion ,PHRM,Morgan Stanley/JP Morgan,$14.00 ,$14.60 ,$14.00 ,0.00%,$0.60 ,$0.00 ,2,Missed
2003/11/5,Coast Financial Holdings ,CFHI,Sterne Agee & Leach,$12.00 ,$12.51 ,$13.45 ,12.08%,$0.51 ,$1.45 ,3,
2003/11/6,Quality Distribution,QLTY,Credit Suisse First Boston/Bear Stearns,$17.00 ,$20.36 ,$18.75 ,10.29%,$3.36 ,$1.75 ,3,
2003/11/11,Marlin Business Services ,MRLN,US Bancorp Piper Jaffray/Wm Blair,$14.00 ,$15.59 ,$16.15 ,15.36%,$1.59 ,$2.15 ,3,
2003/11/12,Tessera Technologies ,TSRA,Lehman Brothers/Merrill Lynch,$13.00 ,$15.09 ,$18.50 ,42.31%,$2.09 ,$5.50 ,2,
2003/11/13,LECG,XPRT,UBS Investment Bank,$17.00 ,$22.01 ,$21.03 ,23.71%,$5.01 ,$4.03 ,2,
2003/11/19,Whiting Petroleum Holdings ,WLL,Merrill Lynch/AG Edwards,$15.50 ,$16.40 ,$16.27 ,4.97%,$0.90 ,$0.77 ,3,Missed
2003/11/19,Callidus Software ,CALD,Citigroup,$14.00 ,$17.20 ,$17.37 ,24.07%,$3.20 ,$3.37 ,2,
2003/11/20,Buffalo Wild Wings ,BWLD,RBC Capital Markets/SG Cowen,$17.00 ,$21.80 ,$22.95 ,35.00%,$4.80 ,$5.95 ,3,
2003/11/24,Nexstar Broadcasting Group ,NXST,Banc of America/Bear Stearns,$14.00 ,$13.98 ,$13.25 ,-5.36%,($0.02),($0.75),2,Missed
2003/11/24,SIRVA ,SIR,CS First Boston/Goldman Sachs,$18.50 ,$18.50 ,$18.10 ,-2.16%,$0.00 ,($0.40),3,Missed
2003/11/24,SYNNEX ,SNX,Bear Stearns,$14.50 ,$14.15 ,$14.20 ,-2.07%,($0.35),($0.30),3,Missed
2003/11/24,Pinnacle Airlines ,PNCL,Morgan Stanley,$14.00 ,$14.01 ,$14.05 ,0.36%,$0.01 ,$0.05 ,3,
2003/11/24,Conn's ,CONN,Stephens/SunTrust Robinson Humphrey,$14.00 ,$15.13 ,$15.04 ,7.43%,$1.13 ,$1.04 ,2,
2003/11/25,Open Solutions ,OPEN,Bear Stearns,$17.00 ,$19.00 ,$18.66 ,9.76%,$2.00 ,$1.66 ,3,
2003/12/3,Aspen Insurance Holdings ,AHL,Credit Suisse First Boston/Goldman Sachs,$22.50 ,$25.00 ,$24.05 ,6.89%,$2.50 ,$1.55 ,3,
2003/12/3,American Equity Investment Life Holding ,AEL,Merrill Lynch/Advest,$9.00 ,$9.00 ,$9.05 ,0.56%,$0.00 ,$0.05 ,3,
2003/12/4,Volume Service America Holdings ,CVP,CIBC Worldwide/UBS Investment Bank,$15.00 ,$15.10 ,$15.26 ,1.73%,$0.10 ,$0.26 ,1,
2003/12/8,Ctrip.com International ,CTRP,Merrill Lynch,$18.00 ,$24.01 ,$33.94 ,88.56%,$6.01 ,$15.94 ,3,
2003/12/10,NPTest Holdings ,NPTT,Citigroup/CS First Boston,$12.00 ,$11.60 ,$11.49 ,-4.25%,($0.40),($0.51),2,Missed
2003/12/10,Nelnet ,NNI,JP Morgan/Banc of America,$21.00 ,$22.05 ,$21.80 ,3.81%,$1.05 ,$0.80 ,3,
2003/12/11,Natural Golf,NAX,Gilford Securities,$5.00 ,$5.05 ,$5.00 ,0.00%,$0.05 ,$0.00 ,1,
2003/12/11,Compass Mineral International ,CMP,Goldman Sachs/CS First Boston,$13.00 ,$13.00 ,$13.75 ,5.77%,$0.00 ,$0.75 ,2,
2003/12/11,Central Freight Lines ,CENF,Bear Stearns,$15.00 ,$16.20 ,$17.35 ,15.67%,$1.20 ,$2.35 ,2,
2003/12/11,China Life Insurance,LFC,China Inter'l/Citigroup/CS First Boston/Deutsche Bank,$18.68 ,$23.25 ,$23.72 ,26.98%,$4.57 ,$5.04 ,2,
2003/12/11,International Steel Group ,ISG,Goldman Sachs/UBS Investment Bank,$28.00 ,$33.50 ,$35.20 ,25.71%,$5.50 ,$7.20 ,2,
2003/12/15,Highland Hospitality ,HIH,Friedman Billings Ramsey,$10.00 ,$10.50 ,$10.65 ,6.50%,$0.50 ,$0.65 ,1,Missed
2003/12/15,United National Group ,UNGL,Merrill Lynch,$17.00 ,$17.00 ,$17.50 ,2.94%,$0.00 ,$0.50 ,2,
2003/12/16,Falcon Financial Investment ,FLCN,Friedman Billings Ramsey,$9.00 ,$8.95 ,$9.05 ,0.56%,($0.05),$0.05 ,1,
2003/12/16,Provide-Commerce ,PRVD,SG Cowen,$15.00 ,$15.50 ,$13.00 ,-13.33%,$0.50 ,($2.00),2,
2003/12/16,Orbitz ,ORBZ,Goldman Sachs/CS First Boston,$26.00 ,$30.00 ,$24.98 ,-3.92%,$4.00 ,($1.02),3,
2003/12/16,Universal Technical Institute ,UTI,Credit Suisse First Boston,$20.50 ,$24.50 ,$26.35 ,28.54%,$4.00 ,$5.85 ,2,
2003/12/17,Knology,KNOL,UBS Investment Bank,$9.00 ,$9.10 ,$9.38 ,4.22%,$0.10 ,$0.38 ,1,
2003/12/17,Tempur-Pedic International,TPX,Lehman Brothers/Goldman Sachs,$14.00 ,$14.00 ,$15.50 ,10.71%,$0.00 ,$1.50 ,2,
2003/12/17,Franklin Bank,FBTX,Friedman Billings Ramsey,$14.50 ,$16.74 ,$17.80 ,22.76%,$2.24 ,$3.30 ,3,
2003/12/18,Luminent Mortgage Capital ,LUM,Friedman Billings Ramsey,$13.00 ,$13.55 ,$13.55 ,4.23%,$0.55 ,$0.55 ,2,
2003/12/19,Kintera ,KNTA,SG Cowen,$7.00 ,$7.96 ,$10.30 ,47.14%,$0.96 ,$3.30 ,2,
2002/1/28,Synaptics,SYNA,Bear Stearns,$11.00 ,$13.11 ,$13.11 ,19.18%,$2.11 ,$2.11 ,2,
2002/2/1,ZymoGenetics ,ZGEN,Lehman Brothers/Merrill Lynch,$12.00 ,$12.01 ,$12.05 ,0.42%,$0.01 ,$0.05 ,1,
2002/2/1,Carolina Group (Loews Corp.) ,CG,Salomon Smith Barney/Morgan Stanley,$28.00 ,$30.05 ,$29.10 ,3.93%,$2.05 ,$1.10 ,3,
2002/2/5,Sunoco Logistics Partners ,SXL,Lehman Brothers,$20.25 ,$21.25 ,$22.10 ,9.14%,$1.00 ,$1.85 ,3,
2002/2/7,ManTech International,MANT,Jefferies,$16.00 ,$17.10 ,$18.21 ,13.81%,$1.10 ,$2.21 ,3,
2002/2/8,Wimm Bill Dann Foods ,WBD,ING Barings,$19.50 ,$22.00 ,$22.60 ,15.90%,$2.50 ,$3.10 ,2,
2002/2/13,GameStop ,GME,Salomon Smith Barney,$18.00 ,$19.50 ,$20.10 ,11.67%,$1.50 ,$2.10 ,3,
2002/2/15,PayPal,PYPL,Salomon Smith Barney,$13.00 ,$15.41 ,$20.09 ,54.54%,$2.41 ,$7.09 ,3,
2002/2/22,PETCO Animal Supplies ,PETC,Merrill Lynch/Morgan Stanley,$19.00 ,$19.36 ,$20.00 ,5.26%,$0.36 ,$1.00 ,2,
2002/2/27,Integrated Defense ,IDE,Credit Suisse First Boston,$22.00 ,$26.75 ,$25.00 ,13.64%,$4.75 ,$3.00 ,3,
2002/3/5,Tsakos Energy Navigation ,TNP,JP Morgan,$15.00 ,$15.90 ,$15.10 ,0.67%,$0.90 ,$0.10 ,1,
2002/3/12,WCI Communities ,WCI,UBS Warburg,$19.00 ,$22.60 ,$22.67 ,19.32%,$3.60 ,$3.67 ,3,
2002/3/12,Anteon International ,ANT,Goldman Sachs,$18.00 ,$21.00 ,$20.05 ,11.39%,$3.00 ,$2.05 ,3,
2002/3/14,Asbury Automotive Group ,ABG,Goldman Sachs/Merrill Lynch,$16.50 ,$16.90 ,$16.80 ,1.82%,$0.40 ,$0.30 ,3,Missed
2002/3/21,Alcon ,ACL,CS First Boston/Merrill Lynch,$33.00 ,$33.90 ,$34.00 ,3.03%,$0.90 ,$1.00 ,3,
2002/3/22,Travelers Property Casualty,TAP.A,Salomon Smith Barney,$18.50 ,$19.55 ,$19.56 ,5.73%,$1.05 ,$1.06 ,3,
2002/3/27,MedSource Technologies ,MEDT,Morgan Stanley,$12.00 ,$12.51 ,$13.00 ,8.33%,$0.51 ,$1.00 ,1,
2002/4/9,Empire Financial Holding,EFH,Keefe Bruyette,$6.00 ,$6.00 ,$5.35 ,-10.83%,$0.00 ,($0.65),1,
2002/4/12,Ribapharm,RNA,UBS Warburg,$10.00 ,$10.00 ,$10.80 ,8.00%,$0.00 ,$0.80 ,1,
2002/4/12,JetBlue Airways ,JBLU,Morgan Stanley/Merrill Lynch,$27.00 ,$37.52 ,$45.00 ,66.67%,$10.52 ,$18.00 ,3,
2002/4/18,ExpressJet Holdings ,XJT,Salomon Smith Barney/Morgan Stanley,$16.00 ,$17.10 ,$16.00 ,0.00%,$1.10 ,$0.00 ,3,
2002/4/18,Medical Staffing Network Holdings ,MRN,Lehman Brothers,$19.00 ,$23.00 ,$21.50 ,13.16%,$4.00 ,$2.50 ,3,
2002/4/24,Heritage Property Invest. Trust ,HTG,Merrill Lynch,$25.00 ,$25.10 ,$25.05 ,0.20%,$0.10 ,$0.05 ,2,Missed
2002/4/25,DOV Pharmaceutical ,DOVP,CIBC World Markets/Lehman Brothers,$13.00 ,$11.25 ,$8.70 ,-33.08%,($1.75),($4.30),1,
2002/4/29,Premcor ,PCO,Morgan Stanley/Credit Suisse First Boston,$24.00 ,$27.75 ,$28.25 ,17.71%,$3.75 ,$4.25 ,3,
2002/5/3,LIN TV ,TVL,Deutsche Bank Securities,$22.00 ,$23.00 ,$25.00 ,13.64%,$1.00 ,$3.00 ,3,
2002/5/7,Quinton Cardiology Systems ,QUIN,Adams Harkness,$7.00 ,$7.50 ,$7.19 ,2.71%,$0.50 ,$0.19 ,1,
2002/5/9,Regal Entertainment Group ,RGC,CS First Boston/Lehman Brothers,$19.00 ,$22.00 ,$21.75 ,14.47%,$3.00 ,$2.75 ,2,
2002/5/16,Verint Systems ,VRNT,Lehman Brothers,$16.00 ,$16.10 ,$14.49 ,-9.44%,$0.10 ,($1.51),2,Missed
2002/5/16,Dickie Walker Marine ,DWMA,Schneider Securities,$5.00 ,$5.26 ,$5.32 ,6.40%,$0.26 ,$0.32 ,1,
2002/5/16,Aeropostale ,ARO,Bear Stearns/Merrill Lynch,$18.00 ,$24.90 ,$27.75 ,54.17%,$6.90 ,$9.75 ,3,
2002/5/17,Kyphon ,KYPH,US Bancorp Piper Jaffray,$15.00 ,$18.31 ,$17.05 ,13.67%,$3.31 ,$2.05 ,2,
2002/5/21,MarkWest Energy Partners ,MWE,AG Edwards/RBC Capital,$20.50 ,$21.50 ,$20.55 ,0.24%,$1.00 ,$0.05 ,2,
2002/5/21,Computer Programs and Systems,CPSI,Morgan Keegan/Raymond James,$16.50 ,$17.50 ,$18.12 ,9.82%,$1.00 ,$1.62 ,2,
2002/5/22,Liquidmetals Technologies ,LQMT,Merrill Lynch,$15.00 ,$15.01 ,$15.03 ,0.20%,$0.01 ,$0.03 ,2,Missed
2002/5/23,Altiris ,ATRS,CS First Boston,$10.00 ,$9.00 ,$8.87 ,-11.30%,($1.00),($1.13),2,Missed
2002/5/23,Eon Labs ,ELAB,CS First Boston/Goldman Sachs,$15.00 ,$15.01 ,$15.05 ,0.33%,$0.01 ,$0.05 ,3,Missed
2002/5/23,Netflix ,NFLX,Merrill Lynch,$15.00 ,$16.19 ,$16.75 ,11.67%,$1.19 ,$1.75 ,3,
2002/5/24,SRA International ,SRX,Salomon Smith Barney,$18.00 ,$22.25 ,$22.70 ,26.11%,$4.25 ,$4.70 ,3,
2002/5/30,Overstock.com,OSTK,WR Hambrecht+Co,$13.00 ,$13.50 ,$13.03 ,0.23%,$0.50 ,$0.03 ,1,
2002/6/4,Plumtree Software ,PLUM,Goldman Sachs,$8.50 ,$9.61 ,$8.50 ,0.00%,$1.11 ,$0.00 ,2,
2002/6/5,Veridian ,VNX,Credit Suisse First Boston,$16.00 ,$18.00 ,$18.15 ,13.44%,$2.00 ,$2.15 ,3,
2002/6/12,Pacer International,PACR,CS First Boston/Bear Stearns,$15.00 ,$15.00 ,$15.95 ,6.33%,$0.00 ,$0.95 ,3,Missed
2002/6/18,Printcafe Software ,PCAF,UBS Warburg,$10.00 ,$10.01 ,$8.00 ,-20.00%,$0.01 ,($2.00),1,
2002/6/20,CTI Molecular Imaging ,CTMI,Credit Suisse First Boston,$17.00 ,$17.35 ,$19.50 ,14.71%,$0.35 ,$2.50 ,2,
2002/6/25,Big 5 Sporting Goods ,BGFV,Credit Suisse First Boston,$13.00 ,$13.01 ,$13.17 ,1.31%,$0.01 ,$0.17 ,1,
2002/6/27,Hewitt Associates ,HEW,Goldman Sachs,$19.00 ,$22.00 ,$23.50 ,23.68%,$3.00 ,$4.50 ,3,
2002/6/28,MTC Technologies ,MTCT,Legg Mason Wood Walker,$17.00 ,$20.01 ,$18.80 ,10.59%,$3.01 ,$1.80 ,3,
2002/6/28,Inveresk Research Group ,IRGI,Bear Stearns/UBS Warburg,$13.00 ,$13.01 ,$13.01 ,0.08%,$0.01 ,$0.01 ,1,
2002/7/1,CIT Group ,CIT,Goldman Sachs/Lehman Brothers,$23.00 ,$23.00 ,$22.00 ,-4.35%,$0.00 ,($1.00),1,
2002/7/11,Kirkland's ,KIRK,Merrill Lynch,$15.00 ,$15.10 ,$14.85 ,-1.00%,$0.10 ,($0.15),1,
2002/7/12,HealtheTech,HETC,UBS Warburg/CS First Boston,$7.50 ,$7.74 ,$7.60 ,1.33%,$0.24 ,$0.10 ,1,
2002/7/19,Red Robin Gourmet Burgers ,RRGB,Banc of America/US Bancorp Piper Jaffray,$12.00 ,$12.26 ,$12.22 ,1.83%,$0.26 ,$0.22 ,1,
2002/7/23,Pacific Energy Partners,PPX,Salomon Smith Barney,$19.50 ,$19.50 ,$19.00 ,-2.56%,$0.00 ,($0.50),1,
2002/7/25,LeapFrog Enterprises ,LF,Merrill Lynch/Salomon Smith Barney,$13.00 ,$15.50 ,$15.85 ,21.92%,$2.50 ,$2.85 ,2,
2002/8/16,Windrose Medical Properties Trust ,WRS,"Ferris, Baker Watts/Morgan Keegan",$12.00 ,$12.00 ,$12.00 ,0.00%,$0.00 ,$0.00 ,1,
2002/10/10,Montpelier Re Holdings ,MRH,Morgan Stanley/BofA/CS First Boston,$20.00 ,$22.00 ,$23.50 ,17.50%,$2.00 ,$3.50 ,1,Missed
2002/10/10,Newcastle Investment ,NCT,Bear Stearns/Lehman Brothers,$13.00 ,$13.00 ,$12.50 ,-3.85%,$0.00 ,($0.50),1,
2002/10/11,Natural Resource Partners ,NRP,Salomon Smith Barney/Lehman Brothers,$20.00 ,$20.00 ,$19.40 ,-3.00%,$0.00 ,($0.60),2,Missed
2002/10/11,Enbridge Energy Management LLC ,EEQ,Goldman Sachs,$39.00 ,$38.25 ,$36.99 ,-5.15%,($0.75),($2.01),1,
2002/10/16,Dick's Sporting Goods ,DKS,Merrill Lynch/Goldman Sachs,$12.00 ,$12.25 ,$13.15 ,9.58%,$0.25 ,$1.15 ,2,
2002/10/16,Taylor Capital Group ,TAYC,"Keefe, Bruyette/Stifel Nicolaus",$16.50 ,$17.75 ,$16.95 ,2.73%,$1.25 ,$0.45 ,2,
2002/10/22,U.S.I. Holdings,USIH,Merrill Lynch/JP Morgan,$10.00 ,$10.01 ,$10.00 ,0.00%,$0.01 ,$0.00 ,1,
2002/10/25,Wynn Resorts ,WYNN,Deutsche Bank Securities/Bear Stearns/Banc of America,$13.00 ,$13.01 ,$13.01 ,0.08%,$0.01 ,$0.01 ,1,
2002/10/29,Platinum Underwriters Holdings ,PTP,GoldmanSachs/Merrill Lynch/SSB,$22.50 ,$25.00 ,$24.99 ,11.07%,$2.50 ,$2.49 ,2,Missed
2002/10/29,Platinum Underwriters Holdings ,PTP Pr M,GoldmanSachs/Merrill Lynch/SSB,$25.00 ,$27.13 ,$27.46 ,9.84%,$2.13 ,$2.46 ,1,Missed
2002/11/1,Martin Midstream Partners LP ,MMLP,Raymond James,$19.00 ,$19.00 ,$17.70 ,-6.84%,$0.00 ,($1.30),1,
2002/11/6,Harrington West Financial Group ,HWFG,RBC Capital Markets,$12.00 ,$11.90 ,$12.20 ,1.67%,($0.10),$0.20 ,2,Missed
2002/11/8,Portfolio Recovery Associates ,PRAA,William Blair/US Bancorp Piper Jaffray,$13.00 ,$14.75 ,$15.45 ,18.85%,$1.75 ,$2.45 ,3,
2002/11/8,WellChoice ,WC,Credit Suisse First Boston,$25.00 ,$28.50 ,$27.20 ,8.80%,$3.50 ,$2.20 ,3,
2002/11/12,SI International ,SINT,Wachovia/Legg Mason,$14.00 ,$14.01 ,$14.00 ,0.00%,$0.01 ,$0.00 ,2,Missed
2002/11/14,China Telecom ,CHA,Morgan Stanley/Merrill Lynch/ China Int'l,$18.98 ,$18.75 ,$17.96 ,-5.37%,($0.23),($1.02),1,
2002/11/15,Constar International ,CNST,Salomon Smith Barney/Deutsche Bank,$12.00 ,$12.00 ,$11.85 ,-1.25%,$0.00 ,($0.15),1,
2002/11/20,IMPAC Medical Systems ,IMPC,Thomas Weisel Partners,$15.00 ,$16.05 ,$17.72 ,18.13%,$1.05 ,$2.72 ,2,
2002/11/22,Cosi ,COSI,William Blair,$7.00 ,$7.50 ,$7.60 ,8.57%,$0.50 ,$0.60 ,1,
2002/11/22,Safety Insurance Group ,SAFT,CSFirst Boston/Jefferies,$12.00 ,$12.05 ,$12.90 ,7.50%,$0.05 ,$0.90 ,1,
2002/12/6,Chicago Mercantile Exchange ,CME,Morgan Stanley/UBS Warburg,$35.00 ,$39.00 ,$42.90 ,22.57%,$4.00 ,$7.90 ,3,
2002/12/11,Seagate Technology Holdings ,STX,Morgan Stanley/Salomon Smith Barney,$12.00 ,$11.50 ,$11.50 ,-4.17%,($0.50),($0.50),1,
2002/12/12,Crosstex Energy LP,XTEX,A.G. Edwrads & Sons,$20.00 ,$20.10 ,$20.10 ,0.50%,$0.10 ,$0.10 ,1,
2002/12/18,Commercial Capital Bancorp ,CCBI,Sandler O'Neill/Friedman Billings,$8.00 ,$8.25 ,$8.00 ,0.00%,$0.25 ,$0.00 ,1,
2002/12/18,VistaCare ,VSTA,Lehman Brothers/SG Cowen,$12.00 ,$13.05 ,$15.05 ,25.42%,$1.05 ,$3.05 ,2,
2002/12/19,Ohio Legacy ,OLCB,Friedman Billings Ramsey,$8.50 ,$8.55 ,$8.50 ,0.00%,$0.05 ,$0.00 ,1,
2001/1/25,Peet's Coffee & Tea,PEET,W.R. Hambracht,$8.00 ,$8.13 ,$9.38 ,17.25%,$0.13 ,$1.38 ,1,
2001/1/26,Align Technology ,ALGN,Deutsche Banc Alex. Brown,$13.00 ,$14.75 ,$17.31 ,33.15%,$1.75 ,$4.31 ,1,
2001/1/31,EXACT Sciences ,EXAS,Merrill Lynch,$14.00 ,$14.75 ,$14.75 ,5.36%,$0.75 ,$0.75 ,2,
2001/2/6,ATP Oil & Gas ,ATPG,Lehman Brothers,$14.00 ,$14.06 ,$14.00 ,0.00%,$0.06 ,$0.00 ,1,
2001/2/6,Williams Energy Partners ,WEG,Lehman Brothers/ Banc of America Securities,$21.50 ,$24.00 ,$24.00 ,11.63%,$2.50 ,$2.50 ,2,
2001/2/8,KPMG Consulting ,KCIN,Morgan Stanley Dean Witter,$18.00 ,$20.44 ,$23.48 ,30.44%,$2.44 ,$5.48 ,3,
2001/2/9,Oil States International ,OIS,Merrill Lynch/Credit Suisse First Boston,$9.00 ,$9.02 ,$9.15 ,1.67%,$0.02 ,$0.15 ,1,
2001/2/9,Third Wave Tech ,TWTI,Lehman Brothers,$11.00 ,$11.00 ,$11.06 ,0.55%,$0.00 ,$0.06 ,1,
2001/2/12,AquaCell Technologies ,AQA,Somerset Financial,$5.00 ,$5.00 ,$5.00 ,0.00%,$0.00 ,$0.00 ,1,
2001/2/13,GMX Resources ,GMXR/GMXRW,Paulson,$8.00 ,$7.75 ,$8.00 ,0.00%,($0.25),$0.00 ,1,
2001/2/16,Riverstone Networks ,RSTN,Morgan Stanley Dean Witter,$12.00 ,$13.50 ,$13.06 ,8.83%,$1.50 ,$1.06 ,2,
2001/2/21,CNOOC,CEO,Merrill Lynch/Credit Suisse First Boston,$15.40 ,$16.50 ,$16.12 ,4.68%,$1.10 ,$0.72 ,1,
2001/3/2,AFC Enterprises ,AFCE,"Goldman, Sachs/Credit Suisse First Boston",$17.00 ,$19.50 ,$20.38 ,19.88%,$2.50 ,$3.38 ,3,
